,Log,CleanLog,Cluster,Template,Variables,EventId
40428,Received connection request /10.10.34.13:45091,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '13', '45091']",E59
40429,"Connection broken for id 188978561024, my id = 2, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '2']",E28
40430,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
40431,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
40432,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
40433,Received connection request /10.10.34.11:60793,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '11', '60793']",E59
40434,"Connection broken for id 188978561024, my id = 2, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '2']",E28
40435,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
40436,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
40437,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
40438,Received connection request /10.10.34.11:60796,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '11', '60796']",E59
40439,"Connection broken for id 188978561024, my id = 2, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '2']",E28
40440,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
40441,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
40442,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
40443,Received connection request /10.10.34.11:60799,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '11', '60799']",E59
40444,"Connection broken for id 188978561024, my id = 2, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '2']",E28
40445,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
40446,Received connection request /10.10.34.11:60801,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '11', '60801']",E59
40447,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
40448,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
40449,"Connection broken for id 188978561024, my id = 2, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '2']",E28
40450,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
40451,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
40452,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
40453,Received connection request /10.10.34.11:60803,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '11', '60803']",E59
40454,"Connection broken for id 188978561024, my id = 2, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '2']",E28
40455,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
40456,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
40457,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
40458,Received connection request /10.10.34.12:57266,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '12', '57266']",E59
40459,"Connection broken for id 188978561024, my id = 2, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '2']",E28
40460,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
40461,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
40462,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
40463,Received connection request /10.10.34.12:57269,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '12', '57269']",E59
40464,"Connection broken for id 188978561024, my id = 2, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '2']",E28
40465,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
40466,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
40467,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
40468,Received connection request /10.10.34.12:57270,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '12', '57270']",E59
40469,Received connection request /10.10.34.12:57272,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '12', '57272']",E59
40470,"Connection broken for id 188978561024, my id = 2, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '2']",E28
40471,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
40472,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
40473,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
40474,"Connection broken for id 188978561024, my id = 2, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '2']",E28
40475,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
40476,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
40477,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
40478,Received connection request /10.10.34.13:45094,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '13', '45094']",E59
40479,"Connection broken for id 188978561024, my id = 2, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '2']",E28
40480,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
40481,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
40482,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
40483,Received connection request /10.10.34.13:45095,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '13', '45095']",E59
40484,"Connection broken for id 188978561024, my id = 2, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '2']",E28
40485,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
40486,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
40487,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
40488,Received connection request /10.10.34.13:45098,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '13', '45098']",E59
40489,"Connection broken for id 188978561024, my id = 2, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '2']",E28
40490,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
40491,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
40492,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
40493,Received connection request /10.10.34.13:45103,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '13', '45103']",E59
40494,"Connection broken for id 188978561024, my id = 2, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '2']",E28
40495,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
40496,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
40497,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
40498,Received connection request /10.10.34.11:60808,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '11', '60808']",E59
40499,"Connection broken for id 188978561024, my id = 2, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '2']",E28
40500,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
40501,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
40502,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
40503,Received connection request /10.10.34.11:60812,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '11', '60812']",E59
40504,"Connection broken for id 188978561024, my id = 2, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '2']",E28
40505,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
